City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,dondo,-19.6094,34.7431,27.73,74,74,2.47,MZ,1674542266
288,calama,-22.4667,-68.9333,10.27,71,0,1.54,CL,1674542271
289,sunnyside,46.3237,-120.0087,0.86,93,0,0.0,US,1674542272
290,yumen,40.2833,97.2,-9.69,35,1,11.2,CN,1674542273
291,santa maria,-29.6842,-53.8069,19.33,71,0,2.23,BR,1674542274
292,copiapo,-27.3667,-70.3333,15.83,78,0,0.33,CL,1674542278
293,broome,42.2506,-75.833,0.01,86,100,2.24,US,1674542279
294,kawalu,-7.3817,108.2082,31.6,50,87,1.44,ID,1674542283
295,urumqi,43.801,87.6005,-17.47,66,0,2.0,CN,1674541936
296,caraballeda,10.6112,-66.8522,25.2,83,40,0.0,VE,1674542299
297,nieuw amsterdam,5.8833,-55.0833,23.34,89,59,4.33,SR,1674542304
298,ancud,-41.8697,-73.8203,11.41,84,88,4.69,CL,1674542304
299,dudinka,69.4058,86.1778,-33.84,99,18,3.01,RU,1674542305
300,marakkanam,12.2,79.95,27.16,59,27,4.85,IN,1674542306
301,raga,8.4596,25.678,25.17,16,98,3.33,SS,1674542307
302,alice springs,-23.7,133.8833,37.75,15,15,1.54,AU,1674542066
303,isangel,-19.55,169.2667,28.25,80,100,1.93,VU,1674542310
304,waipawa,-41.4122,175.5153,14.58,72,51,3.02,NZ,1674542310
305,opuwo,-18.0607,13.84,17.83,87,100,1.65,NA,1674542311
306,ponta delgada,37.7333,-25.6667,15.4,77,75,5.66,PT,1674542311
307,bagdarin,54.4333,113.6,-22.66,69,71,0.73,RU,1674542315
308,balkhash,46.844,74.9804,-14.66,85,0,4.0,KZ,1674542316
309,dawson creek,55.7666,-120.2362,3.8,60,0,7.2,CA,1674542316
310,saint pete beach,27.7253,-82.7412,13.34,75,100,7.05,US,1674542318
311,iranshahr,27.2025,60.6848,11.19,25,0,2.06,IR,1674542318
312,paita,-5.0892,-81.1144,21.17,80,89,1.92,PE,1674542319
313,cairns,-16.9167,145.7667,31.17,75,75,2.57,AU,1674542320
314,hilo,19.7297,-155.09,23.49,93,40,1.54,US,1674542321
315,san ramon,37.7799,-121.978,11.23,63,0,1.54,US,1674542321
316,liku,-0.7275,119.8922,28.57,71,68,2.38,ID,1674542321
317,socorro,31.6546,-106.3033,3.56,79,100,4.12,US,1674542322
318,aksarka,66.5606,67.7975,-4.76,92,100,6.44,RU,1674542322
319,roald,62.5833,6.1333,9.51,81,75,5.66,NO,1674542323
320,umm kaddadah,13.6017,26.6876,21.39,16,8,8.78,SD,1674542324
321,oneida,43.2001,-75.4663,0.08,89,100,2.57,US,1674542324
322,atambua,-9.1061,124.8925,26.36,75,100,1.6,ID,1674542324
323,najran,17.4924,44.1277,18.36,27,3,1.31,SA,1674542325
324,awjilah,29.1081,21.2869,11.99,59,0,3.56,LY,1674542325
325,nikolayevsk-na-amure,53.1406,140.73,-30.61,97,100,1.65,RU,1674542326
326,hauterive,46.0901,3.4459,0.42,96,100,0.31,FR,1674542326
327,bredy,52.4153,60.3411,-11.53,91,15,1.55,RU,1674542326
328,lumby,50.2498,-118.969,-2.67,94,74,1.03,CA,1674542327
329,pudozh,61.8099,36.5345,-7.11,94,100,4.32,RU,1674542327
330,goundam,16.4145,-3.6708,19.44,15,7,4.04,ML,1674542327
331,senneterre,48.3835,-77.2328,-4.42,96,100,3.94,CA,1674542328
332,peleduy,59.6289,112.7406,-27.79,89,100,1.2,RU,1674542328
333,avdon,54.6667,55.7167,-9.38,92,100,0.0,RU,1674542328
334,mezen,65.8522,44.24,-10.33,90,100,5.11,RU,1674542329
335,hofn,64.2539,-15.2082,3.97,90,100,1.66,IS,1674542330
336,kralendijk,12.15,-68.2667,25.99,78,75,7.2,BQ,1674542330
337,haines junction,60.7522,-137.5108,-4.0,96,100,1.73,CA,1674542330
338,labytnangi,66.6572,66.4183,-6.32,88,100,4.56,RU,1674542331
339,zhaotong,27.3167,103.7167,4.38,45,96,1.84,CN,1674542331
340,dwarka,22.2394,68.9678,20.17,36,6,6.45,IN,1674542332
341,baoqing,46.3317,132.2111,-24.1,86,100,5.41,CN,1674542332
342,port macquarie,-31.4333,152.9167,26.05,74,53,5.22,AU,1674542098
343,campoverde,-8.4753,-74.8058,20.72,94,41,0.56,PE,1674542333
344,mangan,27.5167,88.5333,20.94,45,67,3.04,IN,1674542333
345,saint-louis,16.3333,-15.0,18.74,32,31,3.06,SN,1674542333
346,carutapera,-1.195,-46.02,23.49,93,100,2.74,BR,1674542334
347,cam ranh,11.9214,109.1591,26.98,74,40,7.2,VN,1674542334
348,along,28.1667,94.7667,24.39,28,100,0.84,IN,1674542335
349,codrington,-38.2667,141.9667,19.6,71,5,6.63,AU,1674542335
350,linfen,36.0889,111.5189,-7.1,19,0,1.31,CN,1674542336
351,jerome,42.7241,-114.5186,-4.54,81,100,4.63,US,1674542336
352,natal,-5.795,-35.2094,26.12,78,75,3.09,BR,1674542337
353,allapalli,19.4167,80.0667,31.3,26,6,2.35,IN,1674542337
354,primorsko-akhtarsk,46.0497,38.1747,1.76,76,6,7.27,RU,1674542338
355,solnechnyy,50.7214,136.6319,-30.78,96,100,1.23,RU,1674542338
356,sampit,-2.5333,112.95,28.8,80,100,1.95,ID,1674542338
357,joshimath,30.5667,79.5667,9.83,77,100,4.6,IN,1674542251
358,changli,39.7042,119.1506,-9.3,18,0,7.44,CN,1674542339
359,ust-maya,60.4167,134.5333,-44.56,99,93,1.11,RU,1674542340
360,masvingo,-20.0637,30.8277,24.24,58,98,1.75,ZW,1674542340
361,ormara,25.2088,64.6357,17.64,25,0,8.48,PK,1674542340
362,banda aceh,5.5577,95.3222,27.18,77,78,7.16,ID,1674542341
363,jinchang,38.4953,102.1739,-6.4,16,100,2.28,CN,1674542341
364,darjiling,27.0333,88.2667,12.84,41,41,3.25,IN,1674542150
365,sorong,-0.8833,131.25,28.05,73,100,2.62,ID,1674542342
366,bonavista,48.6499,-53.1147,1.55,96,100,16.66,CA,1674542342
367,kieta,-6.2167,155.6333,26.72,84,100,3.27,PG,1674542342
368,maridi,4.9158,29.4742,28.74,17,44,2.6,SS,1674542343
369,lusambo,-4.9667,23.45,23.79,85,96,1.28,CD,1674542343
370,vila velha,-20.3297,-40.2925,23.97,96,75,3.09,BR,1674542343
371,shenjiamen,29.9576,122.298,0.8,51,36,14.33,CN,1674542344
372,talant,47.3369,5.0089,3.19,87,100,3.09,FR,1674542345
373,vila,42.0304,-8.1588,-2.51,88,5,2.24,PT,1674542345
374,cabra,37.4725,-4.4421,1.48,80,31,2.12,ES,1674542346
375,bathsheba,13.2167,-59.5167,25.34,73,40,7.2,BB,1674542346
376,sao raimundo nonato,-9.0153,-42.6994,22.16,81,30,0.62,BR,1674542346
377,norman wells,65.282,-126.8329,-25.98,84,100,1.54,CA,1674542347
378,sisimiut,66.9395,-53.6735,-6.36,94,100,6.02,GL,1674542347
379,chenzhou,25.8,113.0333,9.26,48,90,4.73,CN,1674542348
380,bayshore gardens,27.4253,-82.5904,13.99,69,0,2.06,US,1674542348
381,kahului,20.8947,-156.47,23.8,82,75,1.54,US,1674542349
382,peniche,39.3558,-9.3811,4.69,83,0,2.85,PT,1674542349
383,clyde river,70.4692,-68.5914,-31.87,68,100,2.57,CA,1674542350
384,korem,12.5058,39.5228,14.55,42,99,2.31,ET,1674542350
385,los llanos de aridane,28.6585,-17.9182,14.86,70,40,4.47,ES,1674542112
386,adrar,20.5022,-10.0711,15.56,19,0,4.0,MR,1674542351
387,negara,-8.3151,114.6025,29.17,68,93,2.43,ID,1674542351
388,camocim,-2.9022,-40.8411,24.24,88,23,2.1,BR,1674542352
389,bentiu,9.2333,29.8333,29.45,19,100,3.58,SS,1674542352
390,antofagasta,-23.65,-70.4,18.6,88,16,1.97,CL,1674542352
391,tura,25.5198,90.2201,25.62,31,100,2.33,IN,1674542354
392,ust-kuyga,70.0167,135.6,-37.0,98,100,2.51,RU,1674542354
393,mayo,38.8876,-76.5119,4.43,67,100,4.12,US,1674542355
394,olafsvik,64.8945,-23.7142,5.47,93,100,6.56,IS,1674542355
395,chimore,-16.9833,-65.1333,22.61,98,100,0.37,BO,1674542356
396,constitucion,-35.3333,-72.4167,15.68,92,20,0.68,CL,1674542356
397,camabatela,-8.1881,15.375,18.12,93,96,1.22,AO,1674542356
398,porto velho,-8.7619,-63.9039,23.03,94,40,1.03,BR,1674542357
399,cheremukhovo,60.3484,59.9851,-6.47,85,47,1.72,RU,1674542357
400,chabahar,25.2919,60.643,16.51,26,0,2.48,IR,1674542358
401,dera ghazi khan,30.0561,70.6348,18.94,15,0,4.27,PK,1674542359
402,suez,29.9737,32.5263,16.33,77,0,4.86,EG,1674542359
403,carlisle,40.2015,-77.1889,2.8,67,65,1.79,US,1674542105
404,zaranj,30.9667,61.8833,4.98,37,0,6.75,AF,1674542361
405,margate,51.3813,1.3862,5.5,81,100,1.34,GB,1674541788
406,cookeville,36.1628,-85.5016,-0.2,95,12,0.45,US,1674542362
407,gamba,-2.65,10.0,26.27,80,93,1.8,GA,1674542362
408,mitsamiouli,-11.3847,43.2844,26.92,79,100,6.26,KM,1674542363
409,lavrentiya,65.5833,-171.0,-26.56,96,7,5.35,RU,1674542363
410,pierre,44.3683,-100.351,-7.49,79,20,0.0,US,1674542364
411,pitimbu,-7.4706,-34.8086,26.33,79,22,3.4,BR,1674542364
412,ambon,-3.6954,128.1814,32.08,62,40,6.17,ID,1674542364
413,ilo,-17.6394,-71.3375,21.82,88,100,4.01,PE,1674542365
414,narasannapeta,18.4167,84.05,28.5,36,41,3.67,IN,1674542365
415,san pedro,14.35,121.0167,32.57,43,40,5.14,PH,1674541777
416,mandalgovi,45.7625,106.2708,-17.32,47,99,5.62,MN,1674542366
417,port moresby,-9.4431,147.1797,28.68,79,40,5.14,PG,1674542366
418,camacha,33.0833,-16.3333,13.68,67,40,4.63,PT,1674542366
419,bonthe,7.5264,-12.505,23.31,91,65,2.19,SL,1674542367
420,kiomboi,-4.2667,34.3667,20.1,70,100,0.35,TZ,1674542367
421,daru,-9.0763,143.2092,28.51,74,100,3.11,PG,1674542367
422,boissevain,49.2306,-100.0559,-8.53,94,100,2.57,CA,1674542368
423,mildura,-34.2,142.15,29.48,48,0,5.64,AU,1674542132
424,teya,60.3778,92.6267,-21.14,94,100,1.36,RU,1674542369
425,lac du bonnet,50.2536,-96.0612,-16.97,98,100,0.86,CA,1674542370
426,lagoa,39.05,-27.9833,15.11,78,99,8.9,PT,1674542370
427,kampong thum,12.7111,104.8887,31.1,50,97,3.08,KH,1674542370
428,berlevag,70.8578,29.0864,1.0,93,75,18.01,NO,1674542371
429,taoudenni,22.6783,-3.9836,14.94,26,0,3.51,ML,1674542371
430,tukrah,32.5341,20.5791,13.73,48,0,2.0,LY,1674542372
431,sibay,52.7181,58.6658,-11.38,91,18,0.5,RU,1674542372
432,dunedin,-45.8742,170.5036,14.33,62,54,1.79,NZ,1674542373
433,nieuwpoort,51.1244,2.7735,2.79,84,100,4.12,BE,1674542373
434,bilibino,68.0546,166.4372,-25.55,77,100,2.06,RU,1674542373
435,mirpur khas,25.5251,69.0159,20.45,20,0,3.98,PK,1674542374
436,baie-comeau,49.2168,-68.1489,-7.18,86,0,3.6,CA,1674542374
437,milkovo,54.7167,158.6167,-23.95,96,26,1.26,RU,1674542374
438,igrim,63.1906,64.4162,-5.6,87,91,3.9,RU,1674542375
439,kulhudhuffushi,6.6221,73.07,26.31,72,100,2.74,MV,1674542375
440,sawtell,-30.3833,153.1,25.1,88,75,6.69,AU,1674542376
441,zhezkazgan,47.8043,67.7144,-11.01,79,100,7.0,KZ,1674542376
442,praia,14.9215,-23.5087,19.3,72,20,3.6,CV,1674542376
443,high level,58.5169,-117.136,-11.94,92,100,1.54,CA,1674542377
444,namatanai,-3.6667,152.4333,28.42,73,94,3.88,PG,1674542377
445,klamath falls,42.2249,-121.7817,-2.29,88,0,0.0,US,1674542377
446,wah,33.798,72.6957,12.6,65,94,2.81,PK,1674542378
447,juba,4.8517,31.5825,30.88,18,77,1.03,SS,1674542378
448,sawai madhopur,25.9833,76.3667,21.24,57,55,2.13,IN,1674542378
449,sitka,57.0531,-135.33,6.94,81,100,4.12,US,1674542379
450,cedeno,7.0464,-72.1634,20.48,71,31,2.24,CO,1674542379
451,sillod,20.3,75.65,27.15,35,35,4.85,IN,1674542380
452,bac lieu,9.285,105.7244,29.35,64,42,7.45,VN,1674542263
453,portland,45.5234,-122.6762,6.72,85,75,1.54,US,1674542380
454,puerto leguizamo,-0.1934,-74.7819,20.99,99,100,0.44,CO,1674542381
455,ternate,0.8,127.4,27.57,79,100,3.68,ID,1674542159
456,thabazimbi,-24.5917,27.4116,24.56,37,0,0.17,ZA,1674542381
457,port perry,44.1068,-78.9444,-0.39,85,100,6.13,CA,1674542382
458,bheramara,24.0232,88.9925,28.98,28,20,3.34,BD,1674542382
459,bodden town,19.2833,-81.25,25.52,80,4,1.34,KY,1674542382
460,torres,-29.3353,-49.7269,18.24,88,0,1.22,BR,1674542383
461,bhadrachalam,17.6667,80.8833,31.45,22,6,2.54,IN,1674542383
462,belmonte,-15.8631,-38.8828,24.99,86,94,3.52,BR,1674542384
463,bekescsaba,46.6833,21.1,3.86,90,100,1.85,HU,1674542384
464,silver city,32.7701,-108.2803,-2.4,67,40,3.09,US,1674542384
465,mataram,-8.5833,116.1167,32.45,68,100,4.47,ID,1674542333
466,innisfail,-17.5333,146.0333,28.14,74,38,2.8,AU,1674542385
467,gra liyia,35.0167,25.6833,12.85,80,0,0.89,GR,1674542385
468,airai,-8.9266,125.4092,19.21,82,100,1.1,TL,1674542386
469,itaituba,-4.2761,-55.9836,21.78,100,100,1.02,BR,1674542387
470,sinnamary,5.3833,-52.95,23.89,82,20,5.1,GF,1674542387
471,sagaing,21.8787,95.9797,30.75,17,9,3.35,MM,1674542387
472,pisco,-13.7,-76.2167,21.03,78,0,3.09,PE,1674542388
473,ushtobe,45.2514,77.9838,-9.54,72,100,3.59,KZ,1674542388
474,aleksandrov gay,50.147,48.5704,-5.42,61,12,2.41,RU,1674542388
475,khanpur,28.6453,70.6567,19.66,13,0,5.32,PK,1674542389
476,panama city,8.9936,-79.5197,26.58,80,100,3.09,PA,1674542389
477,troitsko-pechorsk,62.7084,56.1964,-11.56,97,100,3.04,RU,1674542389
478,cordoba,-31.4135,-64.1811,22.88,79,0,3.09,AR,1674542325
479,pandan,14.0453,124.1694,25.45,86,12,6.14,PH,1674542390
480,namibe,-15.1961,12.1522,24.08,79,94,1.88,AO,1674542390
481,kavaratti,10.5669,72.642,26.56,72,100,6.75,IN,1674542390
482,bealanana,-14.55,48.7333,21.54,80,87,3.85,MG,1674542391
483,puerto escondido,15.85,-97.0667,24.22,73,0,2.55,MX,1674542391
484,fukue,32.6881,128.8419,-1.8,80,75,7.2,JP,1674542392
485,nur,52.6683,22.3221,0.19,95,90,1.34,PL,1674542393
486,bani walid,31.7566,13.9942,10.27,83,92,1.97,LY,1674542393
487,san juan bautista,-14.0108,-75.7358,22.16,67,100,1.51,PE,1674542393
488,erzin,36.9559,36.2,14.23,49,0,0.71,TR,1674542394
489,coihaique,-45.5752,-72.0662,8.97,71,100,1.54,CL,1674542394
490,khangah dogran,31.8317,73.6231,20.39,34,91,3.37,PK,1674542394
491,maryborough,-25.5333,152.7,28.19,56,1,4.27,AU,1674542395
492,ugoofaaru,5.6667,73.0,24.21,83,100,3.87,MV,1674542395
493,miraflores,19.2167,-98.8083,14.46,80,9,1.77,MX,1674542395
494,torbay,47.6666,-52.7314,4.04,96,100,19.55,CA,1674542396
495,san angelo,31.4638,-100.437,9.19,46,100,7.2,US,1674542397
496,stornoway,58.2093,-6.3865,9.98,94,75,5.66,GB,1674542397
497,dhamrai,23.9202,90.2109,23.99,30,16,2.34,BD,1674542397
498,hualmay,-11.0964,-77.6139,21.11,81,100,2.77,PE,1674542398
499,vostok,46.4856,135.8833,-32.29,92,100,2.86,RU,1674542398
500,pontianak,-0.0333,109.3333,28.99,79,75,2.06,ID,1674542398
501,palmer,42.1584,-72.3287,0.28,78,100,4.12,US,1674542399
502,hangu,39.2489,117.7892,-6.98,13,0,7.77,CN,1674542399
503,wageningen,51.9667,5.6667,2.41,84,100,5.14,NL,1674542399
504,banon,40.8382,-1.1909,-3.41,74,0,0.0,ES,1674542400
505,camalu,30.85,-116.0667,11.12,36,0,1.99,MX,1674542400
506,corum,40.5,34.75,3.13,84,4,1.81,TR,1674542401
507,idil,37.3411,41.8895,2.96,70,0,3.09,TR,1674542401
508,nabire,-3.3667,135.4833,29.38,69,100,3.41,ID,1674542401
509,qaqortoq,60.7167,-46.0333,-2.79,96,100,3.95,GL,1674542402
510,hit,33.6416,42.8251,13.04,35,0,2.8,IQ,1674542402
511,asau,46.4333,26.4,-1.49,79,99,2.45,RO,1674542402
512,denpasar,-8.65,115.2167,32.81,66,20,4.63,ID,1674542403
513,cerqueira cesar,-23.0356,-49.1661,17.69,89,100,1.75,BR,1674542403
514,namtsy,62.7161,129.6658,-44.15,95,100,0.78,RU,1674542404
515,hami,42.8,93.45,-7.95,19,0,1.26,CN,1674542404
516,muyezerskiy,63.9333,31.65,-4.29,95,100,4.9,RU,1674542405
517,mayumba,-3.432,10.6554,26.4,80,100,2.14,GA,1674542405
518,cuenca,-2.8833,-78.9833,14.07,77,100,1.54,EC,1674542406
519,doha,25.2867,51.5333,20.99,75,75,2.06,QA,1674542028
520,sola,-13.8833,167.55,28.09,69,99,3.14,VU,1674542407
521,namwala,-15.7504,26.4384,18.42,97,100,3.48,ZM,1674542408
522,sakakah,29.9697,40.2064,9.76,66,0,3.75,SA,1674542409
523,panalingaan,8.7842,117.4231,26.05,82,100,7.13,PH,1674542409
524,tibati,6.4667,12.6333,22.38,23,100,0.42,CM,1674542432
525,auki,-8.7676,160.7034,25.02,90,100,1.41,SB,1674542434
526,manicore,-5.8092,-61.3003,22.27,99,88,0.43,BR,1674542434
527,galesong,-5.3166,119.3661,28.01,74,100,3.43,ID,1674542438
528,sabzevar,36.2126,57.6819,-1.4,59,0,3.09,IR,1674542367
529,mocuba,-16.8392,36.9856,28.36,64,80,5.01,MZ,1674542440
530,kumylzhenskaya,49.8809,42.5898,-5.38,75,53,2.81,RU,1674542444
531,dashitou,43.3067,128.5114,-23.75,78,100,6.9,CN,1674542445
532,huarmey,-10.0681,-78.1522,21.02,81,100,2.79,PE,1674542446
533,xunchang,28.4543,104.715,10.0,51,71,2.32,CN,1674542448
534,santa cruz de tenerife,28.4682,-16.2546,18.18,83,40,0.51,ES,1674542452
535,indramayu,-6.3264,108.32,28.8,73,100,7.31,ID,1674542354
536,talas,38.6908,35.5538,-3.63,80,0,1.54,TR,1674542456
537,boyolangu,-8.1181,111.8935,30.0,65,94,2.92,ID,1674542459
538,taltal,-25.4,-70.4833,19.48,84,31,0.33,CL,1674542461
539,poronaysk,49.2167,143.1167,-21.01,98,100,8.39,RU,1674542472
540,prata,-19.3072,-48.9242,19.29,96,100,2.1,BR,1674542475
541,conceicao do araguaia,-8.2578,-49.2647,21.99,96,29,1.46,BR,1674542448
542,lompoc,34.6391,-120.4579,6.99,83,0,3.6,US,1674542476
543,bosaso,11.2842,49.1816,24.99,69,0,4.12,SO,1674542476
544,san-pedro,4.7485,-6.6363,24.06,92,23,1.7,CI,1674542477
545,khabary,53.6259,79.5345,-9.14,94,100,5.6,RU,1674542477
546,alofi,-19.0595,-169.9187,26.94,83,11,1.54,NU,1674542479
547,chambas,22.1928,-78.9136,21.22,89,11,1.79,CU,1674542480
548,inuvik,68.3499,-133.7218,-22.52,77,75,1.54,CA,1674542481
549,ambilobe,-13.2,49.05,25.86,85,100,2.56,MG,1674542481
550,albanel,48.8832,-72.4487,-4.92,80,100,3.09,CA,1674542482
551,bologoye,57.8799,34.1068,-6.41,92,100,3.89,RU,1674542485
552,muroto,33.2833,134.15,2.6,68,27,17.59,JP,1674542493
553,canete,-37.8,-73.4,14.99,98,100,3.18,CL,1674542496
554,ajdabiya,30.7554,20.2263,11.75,60,0,4.52,LY,1674542499
555,putyatino,54.16,41.1169,-7.06,86,10,2.7,RU,1674542504
556,la rioja,42.25,-2.5,-3.12,96,100,2.81,ES,1674542504
557,thana,34.6369,72.0739,7.57,84,89,2.3,PK,1674542508
558,agadir,30.4202,-9.5982,6.25,66,0,0.6,MA,1674542375
559,preeceville,51.95,-102.6677,-12.27,96,100,3.49,CA,1674542512
560,samarai,-10.6167,150.6667,28.6,74,100,5.41,PG,1674542519
561,adeje,28.1227,-16.726,16.68,55,40,4.12,ES,1674542391
562,ahipara,-35.1667,173.1667,19.37,88,100,3.19,NZ,1674542530
563,detva,48.5608,19.4195,-1.39,84,88,2.0,SK,1674542441
564,chalchihuites,23.4833,-103.8833,4.73,71,100,6.1,MX,1674542533
565,koroni,36.8,21.95,11.71,75,5,1.91,GR,1674542534
566,mayya,61.7333,130.2811,-49.38,97,100,0.9,RU,1674542535
567,masuri,35.8488,128.1492,-10.17,45,69,7.61,KR,1674542536
568,uzventis,55.7803,22.6547,-4.96,97,100,2.11,LT,1674542552
569,mapiri,-15.25,-68.1667,20.12,99,100,0.68,BO,1674542553
570,sao filipe,14.8961,-24.4956,20.52,67,5,3.18,CV,1674542554
571,palmas bellas,9.2319,-80.0867,25.7,89,22,3.41,PA,1674542556
572,formosa,-26.1775,-58.1781,25.99,73,0,2.57,AR,1674542557
573,dumai,1.6833,101.45,23.63,95,100,1.32,ID,1674542559
574,akdagmadeni,39.6603,35.8836,3.5,59,0,0.55,TR,1674542561
575,havoysund,70.9963,24.6622,1.13,74,54,19.56,NO,1674542561
